Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,0,1.600,9BMXV01.6LER,Car,175,4,1.6-A-N14-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,35.0,1,Not eqipped,9BMX10000093,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0195700,0.3389000,200.1800000,0.0031000,,,,44.2,MPG,,,,,35.500,0.00500,0.019680,10.000,0.05000,0.018630,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,1,1.600,9BMXV01.6LER,Car,175,4,1.6-A-N14-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.68,35.0,1,Not eqipped,9BMX10000094,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0165200,0.2141000,292.6600000,0.0126000,,,,30.2,MPG,,,,,34.300,0.00500,0.020730,7.000,0.00600,0.020560,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,1,1.600,9BMXV01.6LER,Car,175,4,1.6-A-N14-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.68,35.0,1,Not eqipped,9BMX10000095,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0212300,0.3878000,197.6400000,0.0027000,,,,44.7,MPG,,,,,34.300,0.00500,0.020730,7.000,0.00600,0.020560,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,0,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000204,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0118800,0.1692000,263.1600000,0.0107000,,,,33.8,MPG,,,,,28.500,0.11300,0.019230,10.300,-0.25300,0.022310,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,0,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000205,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0176100,0.4037000,178.1700000,0.0017000,,,,49.8,MPG,,,,,28.500,0.11300,0.019230,10.300,-0.25300,0.022310,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,1,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000208,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0103200,0.2253000,266.8400000,0.0098000,,,,33.3,MPG,,,,,34.700,0.14300,0.018850,18.300,-0.22600,0.021470,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,1,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000209,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0082000,0.1953000,194.6700000,0.0026000,,,,45.5,MPG,,,,,34.700,0.14300,0.018850,18.300,-0.22600,0.021470,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,2,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.7,1,Not eqipped,9BMX10000210,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0146400,0.3122000,263.0800000,0.0062000,,,,33.8,MPG,,,,,32.600,0.14300,0.019060,15.600,-0.10700,0.020580,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,2,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.7,1,Not eqipped,9BMX10000211,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0045000,0.1949000,195.1500000,0.0019000,,,,45.6,MPG,,,,,32.600,0.14300,0.019060,15.600,-0.10700,0.020580,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,3,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000212,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0125400,0.2614000,264.8300000,0.0090000,,,,33.5,MPG,,,,,34.500,0.14300,0.018090,17.300,-0.10400,0.019500,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,3,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000213,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0042600,0.1432000,193.4200000,0.0019000,,,,46.0,MPG,,,,,34.500,0.14300,0.018090,17.300,-0.10400,0.019500,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TV36444,1,1.600,9BMXV01.6LER,Car,175,4,1.6-A-N14-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,21.7,1,Not eqipped,9BMX10000182,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0140500,0.2187000,286.9900000,0.0105000,,,,31.0,MPG,,,,,37.100,-0.00400,0.020100,11.800,-0.16900,0.021280,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TV36444,1,1.600,9BMXV01.6LER,Car,175,4,1.6-A-N14-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,21.7,1,Not eqipped,9BMX10000183,MFR,Yes,,,,,3,HWFE,23,CARB Phase II Gasoline,HWY,0.0343500,0.7389000,197.8500000,0.0022000,,,,44.6,MPG,,,,,37.100,-0.00400,0.020100,11.800,-0.16900,0.021280,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA Italy,FTG,Alfa Romeo,8C Spider,ZARJA281090047440,0,4.700,9FTGV04.7LEV,Car,444,8,AR8C,A,Automatic,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.18,40.9,2,"Equipped, not shifted by SIL",9FTG10004675,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0230000,0.7690000,620.9770000,0.0120000,,,,14.2,MPG,,,,,54.532,0.41440,0.021600,31.473,0.03260,0.024000,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA Italy,FTG,Alfa Romeo,8C Spider,ZARJA281090047440,0,4.700,9FTGV04.7LEV,Car,444,8,AR8C,A,Automatic,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.18,40.9,2,"Equipped, not shifted by SIL",9FTG10004686,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0030000,0.3120000,392.2710000,0.0080000,,,,22.5,MPG,,,,,54.532,0.41440,0.021600,31.473,0.03260,0.024000,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA Italy,FTG,Alfa Romeo,8C Spider,ZARJA281090047440,1,4.700,9FTGV04.7LEV,Car,444,8,AR8C,A,Automatic,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.18,40.9,2,"Equipped, not shifted by SIL",9FTG10004683,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0210000,0.8010000,634.9320000,0.0110000,,,,13.9,MPG,,,,,54.532,0.41440,0.021600,28.236,0.30970,0.029800,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA Italy,FTG,Alfa Romeo,8C Spider,ZARJA281090047440,1,4.700,9FTGV04.7LEV,Car,444,8,AR8C,A,Automatic,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.18,40.9,2,"Equipped, not shifted by SIL",9FTG10004689,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0030000,0.3350000,392.8540000,0.0110000,,,,22.4,MPG,,,,,54.532,0.41440,0.021600,28.236,0.30970,0.029800,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Chrysler,ASPEN HYBRID 4WD,N9HG59424,0,5.700,9CRXT05.71PH,Truck,350,8,AA-300,CVT,Continuously Variable,1,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.21,27.2,1,Not eqipped,9CRX10000538,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0041643,0.1847816,295.4963160,,,0.0015446,,30.1,MPG,,,,,43.060,0.34780,0.030040,15.170,0.24680,0.028540,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Chrysler,ASPEN HYBRID 4WD,N9HG59424,0,5.700,9CRXT05.71PH,Truck,350,8,AA-300,CVT,Continuously Variable,1,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,6000,3.21,27.2,1,Not eqipped,9CRX10000539,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0505200,0.5406300,358.1560000,0.0188500,,0.0051500,,24.8,MPG,,,,,43.060,0.34780,0.030040,15.170,0.24680,0.028540,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Dodge,Challenger,L9LXF5084,3,3.500,9CRXV03.5TN0,Car,250,6,FA-500,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,2.87,28.9,1,Not eqipped,9CRX10002967,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,,,,,,22.1,MPG,,,,,27.970,0.92150,0.011960,27.970,0.92150,0.011960,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Dodge,Challenger,L9LXF5084,3,3.500,9CRXV03.5TN0,Car,250,6,FA-500,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,2.87,28.9,1,Not eqipped,9CRX10002968,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,,,,,,34.7,MPG,,,,,27.970,0.92150,0.011960,27.970,0.92150,0.011960,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Jeep,Patriot,V9PMD0821,0,2.000,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003512,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0328650,0.8275150,301.3183500,0.0085780,,0.0085010,,29.3,MPG,,,,,26.780,0.34100,0.024840,12.600,0.13440,0.025430,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Jeep,Patriot,V9PMD0821,0,2.000,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003513,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0049040,0.2972970,219.1040000,0.0076920,,,,40.4,MPG,,,,,26.780,0.34100,0.024840,12.600,0.13440,0.025430,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Jeep,Patriot,V9PMD0821,0,2.000,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003514,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0422740,0.7571930,298.4510300,0.0057730,,0.0082540,,29.6,MPG,,,,,26.780,0.34100,0.024840,12.600,0.13440,0.025430,TWC,Three-way catalyst,N,,,N,No averaging
2009,FCA US LLC,CRX,Jeep,Patriot,V9PMD0821,0,2.000,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003515,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0027490,0.2213550,221.0880000,0.0079450,,,,40.1,MPG,,,,,26.780,0.34100,0.024840,12.600,0.13440,0.025430,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.300,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX10002383,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0300000,1.0690000,576.7330000,0.0060000,,,,15.3,MPG,,,,,46.030,0.11500,0.017000,6.892,-0.01300,0.018000,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.300,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX10002384,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010000,0.6070000,340.9340000,0.0100000,,,,25.9,MPG,,,,,46.030,0.11500,0.017000,6.892,-0.01300,0.018000,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.300,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX91000109,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0121436,0.5324296,336.8435768,0.0078861,,0.0062199,,26.3,MPG,,,,,46.030,0.11500,0.017000,6.892,-0.01300,0.018000,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.300,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX91000115,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0426770,0.8006078,564.1775493,0.0104539,,0.0073745,,15.7,MPG,16.1794535,14.3924185,18.5784648,,46.030,0.11500,0.017000,6.892,-0.01300,0.018000,TWC,Three-way catalyst,N,,,N,No averaging
2009,GM,GMX,CHEVROLET,1WT19,3518W16997,0,3.500,9GMXV03.9051,Car,211,6,20,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.86,25.9,1,Not eqipped,9GMX01086303,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0336100,0.5526100,368.8000000,0.0090600,,,,24.1,MPG,,,,,19.990,0.44020,0.017520,0.900,0.27400,0.017200,TWC,Three-way catalyst,N,,,N,No averaging
2009,GM,GMX,CHEVROLET,1WT19,3518W16997,0,3.500,9GMXV03.9051,Car,211,6,20,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.86,25.9,1,Not eqipped,9GMX01086305,MFR,No,,,,,31,Federal fuel 3-day exhaust,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0389900,0.6638800,359.2170000,0.0073700,,,,17.6,MPG,,,,,19.990,0.44020,0.017520,0.900,0.27400,0.017200,TWC,Three-way catalyst,N,,,N,No averaging
2009,GM,GMX,CHEVROLET,1WT19,3518W16997,0,3.500,9GMXV03.9051,Car,211,6,20,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.86,25.9,1,Not eqipped,9GMX01087447,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0300000,0.3737200,207.9050000,0.0021500,,,,30.3,MPG,,,,,19.990,0.44020,0.017520,0.900,0.27400,0.017200,TWC,Three-way catalyst,N,,,N,No averaging
2009,GM,GMX,CHEVROLET,1WT19,3518W16997,0,3.500,9GMXV03.9051,Car,211,6,20,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3875,2.86,25.9,1,Not eqipped,9GMX01087448,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0595700,1.3873600,212.9700000,0.0064300,,,,41.2,MPG,,,,,19.990,0.44020,0.017520,0.900,0.27400,0.017200,TWC,Three-way catalyst,N,,,N,No averaging
2009,GM,GMX,SATURN,ZLU26,36Z9L19796,0,3.600,9GMXT03.6155,Truck,262,6,10B,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4500,3.02,23.5,1,Not eqipped,9GMX91000104,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008239,0.0725912,213.4390538,0.0030337,,0.0005280,,41.7,MPG,,,,,33.790,0.15900,0.024350,10.200,0.12900,0.022900,TWC,Three-way catalyst,N,,,N,No averaging
2009,GM,GMX,SATURN,ZLU26,36Z9L19796,0,3.600,9GMXT03.6155,Truck,262,6,10B,CVT,Continuously Variable,1,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4500,3.02,23.5,1,Not eqipped,9GMX91000105,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0209268,0.2313231,257.3867840,0.0139930,,0.0046178,,34.5,MPG,28.9355914,41.1706467,29.3519026,41.8323512,33.790,0.15900,0.024350,10.200,0.12900,0.022900,TWC,Three-way catalyst,N,,,N,No averaging
2009,Hyundai,HYX,HYUNDAI,AZERA,TG6L8U61A3,0,3.800,9HYXV03.8AW5,Car,263,6,G6DA5LTS,A,Automatic,5,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,3.33,31.5,1,Not eqipped,9HYX09003965,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010182,0.0620280,249.6327396,0.0196700,,0.0004036,,35.6,MPG,,,,,41.428,0,0.022170,6.508,-0.04790,0.020900,TWC,Three-way catalyst,N,,,N,No averaging
2009,Hyundai,HYX,HYUNDAI,AZERA,TG6L8U61A3,0,3.800,9HYXV03.8AW5,Car,263,6,G6DA5LTS,A,Automatic,5,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,4000,3.33,31.5,1,Not eqipped,9HYX09003966,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0265051,0.5912924,415.9217308,0.0438265,,0.0038132,,21.4,MPG,,,,,41.428,0,0.022170,6.508,-0.04790,0.020900,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD7B0U27A1,0,2.000,9KMXV02.0LPC,Car,132,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.85,40.0,1,Not eqipped,9KMX01070833,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0030000,0.0300000,300.0000000,0.0070000,,,,29.7,MPG,,,,,34.120,0.01770,0.020090,9.080,-0.26850,0.022290,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD7B0U27A1,0,2.000,9KMXV02.0LPC,Car,132,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.85,40.0,1,Not eqipped,9KMX01070834,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0020000,0.1320000,199.0000000,0.0040000,,,,44.7,MPG,,,,,34.120,0.01770,0.020090,9.080,-0.26850,0.022290,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD7B0U93A1,0,2.000,9KMXV02.0LPC,Car,132,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.85,40.0,1,Not eqipped,9KMX01070831,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0030000,0.0560000,307.0000000,0.0080000,,,,29.0,MPG,,,,,34.860,-0.04110,0.020900,9.580,-0.32100,0.022600,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD7B0U93A1,0,2.000,9KMXV02.0LPC,Car,132,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.85,40.0,1,Not eqipped,9KMX01070832,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010000,0.1090000,201.0000000,0.0050000,,,,44.3,MPG,,,,,34.860,-0.04110,0.020900,9.580,-0.32100,0.022600,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F01A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.85,40.1,1,Not eqipped,9KMX01076100,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0140000,0.1790000,293.0000000,0.0170000,,,,30.4,MPG,,,,,34.120,0.01770,0.020090,6.500,-0.06400,0.019900,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F01A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.85,40.1,1,Not eqipped,9KMX01076101,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010000,0.1640000,200.0000000,0.0030000,,,,44.5,MPG,,,,,34.120,0.01770,0.020090,6.500,-0.06400,0.019900,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F04A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-MC,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.84,46.5,1,Not eqipped,9KMX01076105,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010000,0.2150000,210.0000000,0.0040000,,,,42.4,MPG,,,,,32.990,-0.01930,0.020380,11.900,-0.17000,0.020300,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F04A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-MC,M,Manual,5,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.84,46.5,1,Not eqipped,9KMX01076127,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0130000,0.4840000,300.0000000,0.0100000,,,,29.6,MPG,,,,,32.990,-0.01930,0.020380,11.900,-0.17000,0.020300,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F91A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.85,40.1,1,Not eqipped,9KMX09007177,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0024446,0.2279463,200.4230357,0.0025626,,0.0004711,,44.4,MPG,,,,,34.860,-0.04110,0.020910,4.400,-0.15100,0.021400,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F91A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.85,40.1,1,Not eqipped,9KMX09007178,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0236259,0.3214539,285.7322552,0.0114367,,0.0022342,,31.1,MPG,,,,,34.860,-0.04110,0.020910,4.400,-0.15100,0.021400,TWC,Three-way catalyst,N,,,N,No averaging
2009,Kia,KMX,KIA,SPECTRA,LD8B0F91A1,0,2.000,9KMXV02.0LW5,Car,138,4,G4GC-AC,A,Automatic,4,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.85,40.1,1,Not eqipped,9KMX09007276,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0188321,0.2814937,291.9940322,0.0188068,,0.0022141,,30.4,MPG,,,,,34.860,-0.04110,0.020910,4.400,-0.15100,0.021400,TWC,Three-way catalyst,N,,,N,No averaging
