Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2009,BMW,BMX,BMW,328i,KX70000,1,3.000,9BMXJ03.0E89,Both,230,6,2.8-A-N52-E90D,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,3.73,34.8,1,Not eqipped,9BMX01070968,MFR,No,,,,,3,HWFE,23,CARB Phase II Gasoline,HWY,0.0004500,0.0365000,227.3700000,0.0025000,,,,39.2,MPG,,,,,42.900,0.06900,0.018050,18.100,-0.03500,0.017760,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,328i,PU87089,0,3.000,9BMXJ03.0E89,Both,230,6,2.8-A-N52-E90D,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.23,38.0,1,Not eqipped,9BMX01073472,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0192800,0.2342000,386.9700000,0.0134000,,,,23.0,MPG,,,,,34.200,0.12200,0.016710,15.700,-0.01000,0.017030,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,328i,PU87089,0,3.000,9BMXJ03.0E89,Both,230,6,2.8-A-N52-E90D,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.23,38.0,1,Not eqipped,9BMX01073473,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008300,0.0170000,223.5600000,0.0020000,,,,39.8,MPG,,,,,34.200,0.12200,0.016710,15.700,-0.01000,0.017030,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,328i,PU87089,1,3.000,9BMXJ03.0E89,Both,230,6,2.8-A-N52-E90D,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.23,38.0,1,Not eqipped,9BMX01073506,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0188300,0.0906000,405.6000000,0.0135000,,,,21.9,MPG,,,,,38.000,0.12100,0.017290,21.800,-0.11400,0.018920,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,328i,PU87089,1,3.000,9BMXJ03.0E89,Both,230,6,2.8-A-N52-E90D,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.23,38.0,1,Not eqipped,9BMX01073507,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003600,0.0056000,233.2100000,0.0017000,,,,38.2,MPG,,,,,38.000,0.12100,0.017290,21.800,-0.11400,0.018920,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,0,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F02,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5000,3.46,29.9,1,Not eqipped,9BMX91000083,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.1280177,0.5211268,304.5860911,0.0034047,,0.0152092,,29.0,MPG,,,,,50.300,0.24500,0.017890,26.600,-0.01700,0.019300,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,0,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F02,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5000,3.46,29.9,1,Not eqipped,9BMX91000084,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0552132,0.4387812,524.0382914,0.0180385,,0.0108638,,16.9,MPG,,,,,50.300,0.24500,0.017890,26.600,-0.01700,0.019300,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,0,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F02,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5000,3.46,29.9,1,Not eqipped,9BMX91000094,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0171999,0.3529523,522.2920566,0.0190193,,0.0036846,,17.0,MPG,17.3563266,15.8613433,19.3372265,,50.300,0.24500,0.017890,26.600,-0.01700,0.019300,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,1,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F01,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5000,3.46,29.9,1,Not eqipped,9BMX10001408,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0147100,0.2338000,487.4800000,0.0186000,,0.0024900,,18.3,MPG,,,,,44.000,0.25500,0.018510,19.000,-0.23300,0.022360,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,1,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F01,A,Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,5000,3.46,29.9,1,Not eqipped,9BMX10001409,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0071800,0.1325000,292.5000000,0.0067000,,0.0014100,,30.4,MPG,,,,,44.000,0.25500,0.018510,19.000,-0.23300,0.022360,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,2,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F01,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.46,29.9,1,Not eqipped,9BMX10001557,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0142600,0.2429000,488.1300000,0.0177000,,0.0022700,,18.2,MPG,,,,,49.700,0.24500,0.017880,27.200,-0.11700,0.020690,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,2,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F01,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.46,29.9,1,Not eqipped,9BMX10001558,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0122900,0.1446000,296.3400000,0.0074000,,0.0023200,,30.0,MPG,,,,,49.700,0.24500,0.017880,27.200,-0.11700,0.020690,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,3,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F01,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.46,29.9,1,Not eqipped,9BMX10001559,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0143000,0.2165000,487.8200000,0.0170000,,0.0023900,,18.2,MPG,,,,,43.600,0.25500,0.018490,19.000,-0.06200,0.020710,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,750i,CY33005,3,4.400,9BMXV04.4N63,Car,400,8,4.4-N63-F01,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4750,3.46,29.9,1,Not eqipped,9BMX10001560,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0060700,0.1132000,292.1600000,0.0103000,,0.0011300,,30.4,MPG,,,,,43.600,0.25500,0.018490,19.000,-0.06200,0.020710,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive30i,E160501,0,3.000,9BMXJ03.0E89,Both,255,6,3.0-M-N52-E89D,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.64,34.8,1,Not eqipped,9BMX10001276,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0126300,0.0722000,363.0900000,0.0220000,,,,24.5,MPG,,,,,38.200,0.09200,0.018350,11.600,0.06700,0.016990,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive30i,E160501,0,3.000,9BMXJ03.0E89,Both,255,6,3.0-M-N52-E89D,SA,Semi-Automatic,6,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3625,3.64,34.8,1,Not eqipped,9BMX10001277,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003200,0.0189000,222.4800000,0.0040000,,,,40.1,MPG,,,,,38.200,0.09200,0.018350,11.600,0.06700,0.016990,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive30i,E161500,0,3.000,9BMXJ03.0E89,Both,255,6,3.0-M-N52-E89D,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3500,4.27,41.5,1,Not eqipped,9BMX10000786,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0110100,0.0447000,353.7400000,0.0228000,,,,25.0,MPG,,,,,35.400,0.18600,0.016850,6.600,0.14600,0.016720,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive30i,E161500,0,3.000,9BMXJ03.0E89,Both,255,6,3.0-M-N52-E89D,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3500,4.27,41.5,1,Not eqipped,9BMX10000788,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003600,0,223.7500000,0.0033000,,,,39.5,MPG,,,,,35.400,0.18600,0.016850,6.600,0.14600,0.016720,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164506,0,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,3.08,37.1,1,Not eqipped,9BMX91000074,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0129582,0.0856421,252.2494495,0.0066046,,0.0096291,,35.3,MPG,,,,,38.100,0.19100,0.017270,12.800,-0.04400,0.019120,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164506,0,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,3.08,37.1,1,Not eqipped,9BMX91000086,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0553166,0.3041155,389.8246104,0.0293920,,0.0096467,,22.8,MPG,,,,,38.100,0.19100,0.017270,12.800,-0.04400,0.019120,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164506,0,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,3.08,37.1,1,Not eqipped,9BMX91000087,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0038927,0.0436498,247.3078641,0.0069285,,0.0035139,,36.0,MPG,,,,,38.100,0.19100,0.017270,12.800,-0.04400,0.019120,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164506,0,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,3.08,37.1,1,Not eqipped,9BMX91000092,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0649944,0.3714823,394.1463555,0.0248790,,0.0103733,,22.5,MPG,22.3885174,21.0686603,25.9981083,,38.100,0.19100,0.017270,12.800,-0.04400,0.019120,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,0,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000385,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0520900,1.1145000,365.4500000,0.0267000,,,,24.1,MPG,,,,,34.500,0.48000,0.014440,14.800,0.02200,0.018210,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,0,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000392,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0021100,0.3721000,243.9900000,0.0039000,,,,36.2,MPG,,,,,34.500,0.48000,0.014440,14.800,0.02200,0.018210,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,1,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000386,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0454300,1.5756000,458.1400000,0.0313000,,,,19.2,MPG,,,,,34.500,0.48000,0.014440,14.800,0.02200,0.018210,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,1,3.000,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000393,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0452100,0.9354000,279.9000000,0.0047000,,,,31.4,MPG,,,,,34.500,0.48000,0.014440,14.800,0.02200,0.018210,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL67000,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,43.0,1,Not eqipped,9BMX10000243,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0160500,0.0486000,240.4800000,0.0093000,,,,37.0,MPG,,,,,27.600,0.11700,0.017930,10.400,-0.18300,0.020610,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL67000,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,43.0,1,Not eqipped,9BMX10000244,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010700,0.2170000,170.9100000,0.0007000,,,,51.9,MPG,,,,,27.600,0.11700,0.017930,10.400,-0.18300,0.020610,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,0,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,40.9,1,Not eqipped,9BMX10000317,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0167700,0.0415000,277.3500000,0.0066000,,,,32.1,MPG,,,,,36.600,-0.00500,0.018840,16.200,-0.43200,0.022810,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,0,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,40.9,1,Not eqipped,9BMX10000318,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005900,0.0244000,185.6700000,0.0010000,,,,47.8,MPG,,,,,36.600,-0.00500,0.018840,16.200,-0.43200,0.022810,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.10,40.9,1,Not eqipped,9BMX10000319,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0200900,0.0365000,268.3700000,0.0089000,,,,33.1,MPG,,,,,35.500,-0.00500,0.018580,11.900,-0.29200,0.021310,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.10,40.9,1,Not eqipped,9BMX10000320,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011400,0.0231000,182.0900000,0.0009000,,,,48.8,MPG,,,,,35.500,-0.00500,0.018580,11.900,-0.29200,0.021310,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TN66021,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.10,39.0,1,Not eqipped,9BMX91000228,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0039425,0.0622689,194.0808537,0.0006201,,0.0008843,,45.8,MPG,,,,,40.800,-0.00500,0.018000,12.900,-0.09200,0.018780,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TN66021,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.10,39.0,1,Not eqipped,9BMX91000238,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0245311,0.1005491,287.7886846,0.0087975,,0.0024298,,30.8,MPG,29.8879185,29.9986720,33.4584367,,40.800,-0.00500,0.018000,12.900,-0.09200,0.018780,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TN66021,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.10,39.0,1,Not eqipped,9BMX91000254,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0254380,0.1144170,288.8783124,0.0130322,,0.0023574,,30.7,MPG,29.5576300,29.8885551,33.5358278,,40.800,-0.00500,0.018000,12.900,-0.09200,0.018780,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,39.7,1,Not eqipped,9BMX10000311,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0262100,0.1242000,271.0700000,0.0117000,,,,32.6,MPG,,,,,36.700,-0.00400,0.019200,16.800,-0.15400,0.020050,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,1,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,39.7,1,Not eqipped,9BMX10000312,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0066100,0.0612000,190.9200000,0.0018000,,,,46.3,MPG,,,,,36.700,-0.00400,0.019200,16.800,-0.15400,0.020050,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,3,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,39.0,1,Not eqipped,9BMX10000315,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0210800,0.0893000,277.0700000,0.0167000,,,,31.9,MPG,,,,,42.600,-0.00500,0.018280,20.400,-0.23400,0.020080,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,3,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,39.0,1,Not eqipped,9BMX10000316,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0091800,0.0577000,191.4800000,0.0024000,,,,46.3,MPG,,,,,42.600,-0.00500,0.018280,20.400,-0.23400,0.020080,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TU66772,0,1.600,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,26.7,1,Not eqipped,9BMX10000051,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0307900,0.1530000,243.3800000,0.0188000,,,,36.6,MPG,,,,,28.000,0.11300,0.018340,11.800,-0.10100,0.019500,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TU66772,0,1.600,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,26.7,1,Not eqipped,9BMX10000245,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0051900,0.0925000,173.0400000,0.0028000,,,,51.4,MPG,,,,,28.000,0.11300,0.018340,11.800,-0.10100,0.019500,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper Convertible,TN66021,0,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,39.0,1,Not eqipped,9BMX10003873,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0209700,0.1180000,283.0500000,0.0100000,,,,31.4,MPG,,,,,42.600,-0.00500,0.019090,15.600,-0.09900,0.019580,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper Convertible,TN66021,0,1.600,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.10,39.0,1,Not eqipped,9BMX10003892,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0009900,0.0298000,197.4600000,0.0012000,,,,45.1,MPG,,,,,42.600,-0.00500,0.019090,15.600,-0.09900,0.019580,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,0,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000112,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0138100,0.1462000,263.6700000,0.0076000,,,,33.6,MPG,,,,,27.200,0.14900,0.018520,8.300,-0.18000,0.021780,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,0,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000113,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0065300,0.1465000,183.0200000,0.0025000,,,,48.4,MPG,,,,,27.200,0.14900,0.018520,8.300,-0.18000,0.021780,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,1,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.5,1,Not eqipped,9BMX10000114,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0157300,0.2558000,262.3900000,0.0086000,,,,33.8,MPG,,,,,25.700,0.14900,0.019570,6.700,-0.17100,0.022770,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,1,1.600,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.5,1,Not eqipped,9BMX10000115,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0027300,0.1316000,181.6400000,0.0019000,,,,48.7,MPG,,,,,25.700,0.14900,0.019570,6.700,-0.17100,0.022770,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,0,1.600,9BMXV01.6LER,Car,175,4,1.6-A-N14-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,35.0,1,Not eqipped,9BMX10000092,MFR,Yes,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0155100,0.2161000,309.1200000,0.0140000,,,,28.7,MPG,,,,,35.500,0.00500,0.019680,10.000,0.05000,0.018630,TWC,Three-way catalyst,N,,,N,No averaging
