Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2017,Honda,HNX,HONDA,MDX HYBRID,EHWS1D,4,3.000,HHNXV03.0HH3,Car,257,6,HWS1D1,AMS,Automated Manual- Selectable (e.g. Automated Manual with paddles),7,Y,A,All Wheel Drive,2,Top gear ratio < 1,4750,3.83,27.9,1,Not eqipped,HHNX10044440,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0010100,0.0890000,228.7000000,0.0016000,,0.0005800,,38.5,MPG,,,,,2.7490752,2.0814116,-0.5520957,34.350,0.25100,0.024900,-4.640,0.09770,0.024000,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,ODYSSEY TOURING/TOURING-TE,EBV02A,1,3.500,BHNXT03.5F13,Truck,248,6,BV01A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.25,28.6,1,Not eqipped,BHNX10010473,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0155200,0.1660000,371.6900000,0.0109000,,0.0025800,,24.0,MPG,23.4000000,22.9000000,27.1000000,,,,,31.410,0.58130,0.019650,6.020,0.47190,0.019960,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,ODYSSEY TOURING/TOURING-TE,EBV02A,1,3.500,BHNXT03.5F13,Truck,248,6,BV01A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.25,28.6,1,Not eqipped,BHNX10010474,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0023900,0.0590000,229.5800000,0.0038000,,0.0007300,,38.8,MPG,,,,,,,,31.410,0.58130,0.019650,6.020,0.47190,0.019960,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT,EHLV1A,1,3.500,HHNXV03.5VH3,Car,280,6,HLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.33,24.3,1,Not eqipped,HHNX10044111,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0097800,0.0650000,366.7400000,0.0142000,,0.0019700,0.0010000,24.1,MPG,23.7000000,23.1000000,26.5000000,,0.4974907,0.5240728,1.0833637,25.930,0.49320,0.025520,3.310,0.39360,0.024030,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT,EHLV2A,2,3.500,HHNXV03.5VH3,Car,280,6,HLV2A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX91003255,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0108743,0.0891988,369.9460935,0.0136344,,0.0026378,,24.1,MPG,22.6856376,23.3101782,26.9238243,,1.7769400,0.8115950,-0.1537910,29.560,0.43270,0.025190,5.840,0.08580,0.028400,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT,EHLV2A,2,3.500,HHNXV03.5VH3,Car,280,6,HLV2A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX91003256,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0035974,0.0344922,240.0509979,0.0069962,,0.0012092,,37.1,MPG,,,,,9.9115170,7.7926440,-0.7507300,29.560,0.43270,0.025190,5.840,0.08580,0.028400,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT,EHLV2A,3,3.500,HHNXV03.5VH3,Car,280,6,HLV2A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX91003262,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0095989,0.0732332,405.7481810,0.0193380,,0.0026836,,21.9,MPG,21.0806325,20.7374182,25.5236247,,2.1670950,0.9413120,-0.4354980,29.560,0.43270,0.025190,5.840,0.08580,0.028400,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT,EHLV2A,3,3.500,HHNXV03.5VH3,Car,280,6,HLV2A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX91003263,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0042730,0.0420737,242.5731112,0.0104235,,0.0012960,,36.6,MPG,,,,,5.2675550,4.0677490,-0.1897480,29.560,0.43270,0.025190,5.840,0.08580,0.028400,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 6AT,EGLV4A,2,3.500,GHNXV03.5VA3,Car,280,6,GLV4A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,GHNX10036024,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0122700,0.0900000,358.7800000,0.0133000,,0.0031500,,24.7,MPG,23.9000000,23.8000000,27.5000000,,0.6511453,0.3187606,0.3959513,27.590,0.24180,0.026380,4.970,0.15750,0.026730,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 6AT,EGLV4A,2,3.500,GHNXV03.5VA3,Car,280,6,GLV4A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,GHNX10036025,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011800,0.0050000,233.0100000,0.0035000,,0.0005400,,38.1,MPG,,,,,2.9331262,2.2958759,-0.0726366,27.590,0.24180,0.026380,4.970,0.15750,0.026730,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 6AT,EGLV4A,3,3.500,GHNXV03.5VA3,Car,280,6,GLV4A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,GHNX10036026,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0111300,0.1120000,357.2100000,0.0121000,,0.0033800,,24.8,MPG,24.2000000,23.8000000,27.6000000,,0.1765239,0.1127829,0.4299163,27.590,0.24180,0.026380,4.970,0.15750,0.026730,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 6AT,EGLV4A,3,3.500,GHNXV03.5VA3,Car,280,6,GLV4A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,GHNX10036027,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0014500,0.0080000,232.4100000,0.0044000,,0.0006400,,38.2,MPG,,,,,1.6177630,1.3837369,0.0933684,27.590,0.24180,0.026380,4.970,0.15750,0.026730,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 9AT,EGLV3A,2,3.500,GHNXV03.5VA3,Car,280,6,GLV3A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036054,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0095600,0.1030000,349.8300000,0.0328000,,0.0029400,,25.1,MPG,24.5000000,24.1000000,28.1000000,,4.1198264,3.0362998,2.9792480,21.390,0.42670,0.025360,6.940,0.10830,0.026860,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 9AT,EGLV3A,2,3.500,GHNXV03.5VA3,Car,280,6,GLV3A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036055,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011000,0.0120000,231.0300000,0.0073000,,0.0006600,,38.1,MPG,,,,,0.7775353,0.5466889,0.6543603,21.390,0.42670,0.025360,6.940,0.10830,0.026860,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 9AT,EGLV3A,3,3.500,GHNXV03.5VA3,Car,280,6,GLV3A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036056,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0095100,0.0930000,344.3600000,0.0305000,,0.0029700,,25.6,MPG,24.7000000,24.5000000,28.7000000,,2.1265084,1.7487226,2.3883067,21.390,0.42670,0.025360,6.940,0.10830,0.026860,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 2WD 9AT,EGLV3A,3,3.500,GHNXV03.5VA3,Car,280,6,GLV3A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036057,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0013000,0.0110000,227.8500000,0.0076000,,0.0007400,,38.6,MPG,,,,,-1.5942296,-1.2517418,0.5374928,21.390,0.42670,0.025360,6.940,0.10830,0.026860,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,4,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.33,24.3,1,Not eqipped,GHNX10035977,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0012700,0.0050000,251.3700000,0.0082000,,0.0007300,,35.3,MPG,,,,,1.4052186,0.8153603,0.6766564,25.930,0.49320,0.025520,6.330,0.20760,0.026510,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,5,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.33,24.3,1,Not eqipped,GHNX10036022,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0110800,0.0790000,357.8600000,0.0313000,,0.0031500,,24.6,MPG,23.5000000,23.8000000,27.1000000,,2.7180263,2.0706118,2.1468902,25.930,0.49320,0.025520,6.330,0.20760,0.026510,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,5,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.33,24.3,1,Not eqipped,GHNX10036023,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0024400,0.0050000,241.8900000,0.0086000,,0.0012700,,36.4,MPG,,,,,0.3718796,0.2189775,0.4170566,25.930,0.49320,0.025520,6.330,0.20760,0.026510,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,6,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036050,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0097700,0.0970000,353.6500000,0.0298000,,0.0031100,,24.8,MPG,23.9000000,24.0000000,27.6000000,,2.7359776,2.2349320,2.3891466,25.500,0.49970,0.025470,5.470,0.14390,0.027120,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,6,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036051,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0027000,0.0170000,234.9400000,0.0120000,,0.0013000,,37.4,MPG,,,,,-0.6146959,-0.7133808,0.2808399,25.500,0.49970,0.025470,5.470,0.14390,0.027120,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,7,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036052,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0097300,0.1100000,348.6800000,0.0263000,,0.0033500,,25.2,MPG,24.2000000,24.4000000,27.8000000,,0.3637207,0.3175946,1.0675578,25.500,0.49970,0.025470,5.470,0.14390,0.027120,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,PILOT 4WD 9AT,EGLV1A,7,3.500,GHNXV03.5VA3,Car,280,6,GLV1A1,SA,Semi-Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.33,24.3,1,Not eqipped,GHNX10036053,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0020400,0.0080000,236.5600000,0.0105000,,0.0011400,,37.1,MPG,,,,,0.5424414,0.1093273,0.3655451,25.500,0.49970,0.025470,5.470,0.14390,0.027120,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE AWD,EHMJ1A,1,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.25,27.6,1,Not eqipped,HHNX10039780,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0104200,0.0960000,381.7000000,0.0235000,,0.0024200,0.0010100,23.1,MPG,22.3000000,22.4000000,25.3000000,,1.0096309,0.5879384,0.3662245,29.580,0.45620,0.026600,10.970,-0.00660,0.030400,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE AWD,EHMJ1A,1,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.25,27.6,1,Not eqipped,HHNX10039996,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0019700,0.0310000,252.6100000,0.0028000,,0.0008200,,34.9,MPG,,,,,0.1429008,0.2492393,-0.3300594,29.580,0.45620,0.026600,10.970,-0.00660,0.030400,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE AWD,EHMJ1A,2,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.25,27.6,1,Not eqipped,HHNX10039783,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0076500,0.0890000,382.6400000,0.0184000,,0.0025900,,23.0,MPG,22.1000000,22.3000000,25.4000000,,-0.4653365,-0.3200812,-0.0628815,29.580,0.45620,0.026600,6.930,0.14230,0.028810,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE AWD,EHMJ1A,2,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,4.25,27.6,1,Not eqipped,HHNX10039997,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0022900,0.0330000,254.1300000,0.0034000,,0.0008100,,34.7,MPG,,,,,-0.2553610,-0.0023185,-0.2807422,29.580,0.45620,0.026600,6.930,0.14230,0.028810,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE FWD,EHMJ2A,0,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX10039798,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0085000,0.1410000,374.6500000,0.0121000,,0.0026300,,23.5,MPG,23.6000000,22.2000000,26.3000000,,-0.3571757,-0.0755031,0.2756538,27.510,0.20780,0.027550,2.020,0.19310,0.027170,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE FWD,EHMJ2A,0,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX10039998,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0018400,0.0390000,236.4400000,0.0026000,,0.0009400,,37.4,MPG,,,,,-2.1428466,-1.5190507,-0.2776567,27.510,0.20780,0.027550,2.020,0.19310,0.027170,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE FWD,EHMJ2A,1,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX10039788,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0089800,0.1580000,375.3600000,0.0210000,,0.0028700,,23.5,MPG,23.2000000,22.3000000,26.3000000,,-0.4456957,-0.2386490,0.0054148,27.510,0.20780,0.027550,2.020,0.19310,0.027170,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RIDGELINE FWD,EHMJ2A,1,3.500,HHNXT03.5WW4,Truck,280,6,HMJ1A1,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4500,4.25,27.6,1,Not eqipped,HHNX10039999,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0016500,0.0300000,236.9900000,0.0026000,,0.0009000,,37.2,MPG,,,,,-0.4705949,-0.2536590,-0.1974898,27.510,0.20780,0.027550,2.020,0.19310,0.027170,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RLX,EE9P1A,1,3.500,EHNXV03.55B4,Car,310,6,E9P1A1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.25,30.6,1,Not eqipped,EHNX10022918,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0011600,0.0020000,205.8200000,0.0079000,,0.0007400,,43.2,MPG,,,,,,,,36.290,0.07280,0.020040,7.720,0.21980,0.017800,TWC,Three-way catalyst,N,,,N,No averaging
2017,Honda,HNX,HONDA,RLX,EE9P1A,1,3.500,EHNXV03.55B4,Car,310,6,E9P1A1,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,4.25,30.6,1,Not eqipped,EHNX10022929,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0101900,0.0550000,357.1200000,0.0170000,,0.0029400,,25.0,MPG,25.4000000,23.0000000,29.4000000,,,,,36.290,0.07280,0.020040,7.720,0.21980,0.017800,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,HYUNDAI,Azera,HG4L3AU21A2,1,3.300,EHYXV03.31LE,Car,293,6,G6DH-AC,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,2.89,29.0,1,Not eqipped,EHYX91001886,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0134696,0.1228233,359.5251996,0.0130184,,0.0030277,0.0100000,24.8,MPG,23.8320116,23.7019088,28.1785563,,,,,34.791,0.37330,0.015921,11.935,-0.03363,0.018452,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,HYUNDAI,Azera,HG4L3AU21A2,1,3.300,EHYXV03.31LE,Car,293,6,G6DH-AC,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4000,2.89,29.0,1,Not eqipped,EHYX91001903,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0021218,0.0084885,221.2527458,0.0120577,,0.0013226,0.0100000,40.4,MPG,,,,,,,,34.791,0.37330,0.015921,11.935,-0.03363,0.018452,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,HYUNDAI,Azera Limited,HG5L3U01AC,0,3.300,FHYXV03.31LE,Car,293,6,G6DH-AC,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,2.89,28.9,1,Not eqipped,FHYX10032975,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0120000,0.1032000,375.7709000,0.0130000,,0.0020700,,23.8,MPG,23.0859000,22.7249000,26.8862000,,99.9900000,99.9900000,99.9900000,34.944,0.43498,0.016317,6.427,0.02906,0.019010,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,HYUNDAI,Azera Limited,HG5L3U01AC,0,3.300,FHYXV03.31LE,Car,293,6,G6DH-AC,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4250,2.89,28.9,1,Not eqipped,FHYX10032976,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0004000,0.0012000,226.2511000,0.0165000,,0.0004000,,39.6,MPG,,,,,99.9900000,99.9900000,99.9900000,34.944,0.43498,0.016317,6.427,0.02906,0.019010,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,Hyundai,Elantra,AD7G4HU13AC,0,1.400,HHYXV01.41D6,Car,128,4,G4LD-AMC,AM,Automated Manual,7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.14,31.6,1,Not eqipped,HHYX10039753,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0223000,0.2996000,250.3819000,0.0130000,,,,35.7,MPG,22.2247000,43.0354000,,,-4.8200000,-2.1800000,-1.2500000,25.255,0.07388,0.018471,5.016,-0.00709,0.018478,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,Hyundai,Elantra,AD7G4HU13AC,0,1.400,HHYXV01.41D6,Car,128,4,G4LD-AMC,AM,Automated Manual,7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.14,31.6,1,Not eqipped,HHYX10039754,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0151000,0.1751000,307.4905000,0.0102000,,,,29.1,MPG,,,,,1.5800000,1.2800000,0.6800000,25.255,0.07388,0.018471,5.016,-0.00709,0.018478,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,Hyundai,Elantra,AD7G4HU13AC,0,1.400,HHYXV01.41D6,Car,128,4,G4LD-AMC,AM,Automated Manual,7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.14,31.6,1,Not eqipped,HHYX10039755,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.0522000,0.4952000,244.8560000,,,,,36.1,MPG,31.3992000,36.3865000,40.0922000,,-0.6700000,-0.5200000,-1.0400000,27.781,0.08127,0.020318,0.087,-0.00543,0.019975,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,Hyundai,Elantra,AD7G4HU13AC,0,1.400,HHYXV01.41D6,Car,128,4,G4LD-AMC,AM,Automated Manual,7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.14,31.6,1,Not eqipped,HHYX10040240,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0134000,0.1425000,216.4776000,0.0125000,,0.0038000,0.0007000,41.4,MPG,39.8051000,40.7077000,43.8604000,,-0.0800000,0.4200000,-0.2100000,25.255,0.07388,0.018471,5.016,-0.00709,0.018478,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,Hyundai,Elantra,AD7G4HU13AC,0,1.400,HHYXV01.41D6,Car,128,4,G4LD-AMC,AM,Automated Manual,7,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3125,3.14,31.6,1,Not eqipped,HHYX10040241,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0049000,0.2585000,152.0128000,0.0042000,,0.0033000,,58.8,MPG,,,,,8.2500000,6.7100000,-0.1600000,25.255,0.07388,0.018471,5.016,-0.00709,0.018478,TWC,Three-way catalyst,N,,,N,No averaging
2017,Hyundai,HYX,Hyundai,Elantra,AD7N0GU03AC,0,2.000,HHYXV02.01EP,Car,147,4,G4NH-ACS,SA,Semi-Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3250,3.06,33.1,1,Not eqipped,HHYX10039027,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0038000,0.1394000,255.0183000,0.0084000,,0.0010000,,34.8,MPG,33.3214000,34.0019000,37.7656000,,1.3700000,0.9200000,-0.1800000,28.758,0.19290,0.017107,11.431,0.12724,0.017160,TWC,Three-way catalyst,N,,,N,No averaging
