Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2017,FCA US LLC,CRX,Chrysler,Pacifica,L7RUC8892,0,3.600,HCRXT03.65P1,Truck,287,6,AA-450,A,Automatic,9,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,1.56,18.8,1,Not eqipped,HCRX91002999,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0008604,0.0335998,225.3932792,0.0109872,,0.0007912,,39.6,MPG,,,,,2.395851,1.939937,0.321613,27.150,0.27780,0.023450,9.730,0.14460,0.022800,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045189,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.1448620,0.8900290,386.6835000,0.0291540,,0.0091600,,22.7,MPG,16.5000000,24.2000000,27.4000000,,0.080000,0.180000,-0.500000,34.540,0.53360,0.024890,6.720,0.11910,0.026010,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045190,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0191010,0.1123720,191.9631000,0.0113130,0.0002080,0.0036070,0.0002830,46.3,MPG,28.7000000,89.8000000,34.9000000,72.8000000,0.580000,0.520000,0.330000,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045192,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0045850,0.1968740,260.9960000,0.0114980,0.0005070,0.0014460,,34.0,MPG,30.8000000,35.1000000,,,-0.400000,-0.300000,-0.400000,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045193,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0104790,0.2236540,261.9400000,0.0010380,,0.0041820,,33.9,MPG,,,,,-0.400000,-0.500000,-0.100000,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045194,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0204550,0.1420900,184.0653300,0.0087850,0.0002890,0.0045020,0.0004020,48.3,MPG,29.0000000,89.8000000,37.3000000,78.7000000,0.540000,0.430000,0.240000,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045253,MFR,No,,,,,81,Charge Depleting UDDS,61,Tier 2 Cert Gasoline,CD,,,,,,,,52.9,MPG,,,,,,,,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX10045599,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,111.4,MPG,,,,,,,,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Pacifica Hybrid,L7RUE4615,0,3.600,HCRXT03.65P0,Truck,287,6,AA-100,CVT,Continuously Variable,1,N,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,5250,3.59,43.3,1,Not eqipped,HCRX91003353,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0002136,0.0772721,190.2034631,0.0014749,,0.0003681,,46.8,MPG,,,,,-0.410508,0.254353,-0.735282,31.400,0.48510,0.022630,6.210,0.23660,0.023020,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9901,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011911,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0276900,0.3637740,410.5665300,0.0073930,,0.0130540,,15.1,MPG,14.8000000,14.2000000,17.4000000,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9901,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011912,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0056380,0.0283250,250.1660000,0.0284320,,,,24.8,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011907,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0366740,0.4648630,413.6258900,0.0233340,,0.0068080,,21.4,MPG,20.5000000,20.4000000,24.8000000,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011910,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0047760,0.0969650,254.3400000,0.0240830,,,,35.0,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Chrysler,Town & Country,L1RTK9902,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-100,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,4750,2.06,26.4,1,Not eqipped,BCRX10011919,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0061700,0.0598670,254.4830000,0.0353670,,,,35.0,MPG,,,,,,,,46.030,0.19500,0.025280,13.420,0.02850,0.024230,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026817,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,431.0000000,,,,,20.6,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026883,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,255.0000000,,,,,34.9,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026884,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,440.0000000,,,,,20.2,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Avenger,V0JSD6140,0,3.600,BCRXJ03.6UPA,Both,283,6,AA-500,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3875,2.06,26.7,1,Not eqipped,BCRX10026885,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,269.0000000,,,,,33.0,MPG,,,,,,,,31.680,0.46320,0.016390,10.480,-0.10100,0.021750,,,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L1LCD1351,0,6.400,BCRXV06.41P0,Car,470,8,AM-200,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.92,23.5,1,Not eqipped,BCRX10012004,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0620230,0.6878180,510.5503600,0.0411390,,0.0120170,,17.3,MPG,17.5000000,15.8000000,21.0000000,,,,,44.160,0.24560,0.022820,25.157,-0.02200,0.023590,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L1LCD1351,0,6.400,BCRXV06.41P0,Car,470,8,AM-200,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.92,23.5,1,Not eqipped,BCRX10012005,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0222560,0.4462400,281.8420000,0.0240650,,,,31.4,MPG,,,,,,,,44.160,0.24560,0.022820,25.157,-0.02200,0.023590,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L5LAD2881,0,6.400,FCRXV06.45P1,Car,470,8,AA-400,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.09,25.2,1,Not eqipped,FCRX10032129,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0552560,0.7353850,476.3894200,0.0265350,,0.0083690,,18.6,MPG,18.6000000,17.2000000,21.9000000,,1.530000,0.620000,1.350000,50.170,0.08030,0.023500,16.326,0.28290,0.019690,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L5LAD2881,0,6.400,FCRXV06.45P1,Car,470,8,AA-400,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.09,25.2,1,Not eqipped,FCRX10032130,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0148220,0.5861660,256.4380000,0.0102100,,,,34.6,MPG,,,,,-2.000000,-1.600000,0.300000,50.170,0.08030,0.023500,16.326,0.28290,0.019690,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L5LAD7673,0,5.700,FCRXV05.75P1,Car,372,8,AA-600,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.08,25.0,1,Not eqipped,FCRX10032126,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0327530,0.6069780,448.1937200,0.0198510,,0.0061590,,19.8,MPG,18.9000000,18.8000000,22.8000000,,-2.800000,-1.900000,-0.900000,51.210,-0.13460,0.026630,17.933,0.05600,0.023550,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L5LAD7673,0,5.700,FCRXV05.75P1,Car,372,8,AA-600,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.08,25.0,1,Not eqipped,FCRX10032127,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0096290,0.1699730,253.8910000,0.0155880,,,,35.0,MPG,,,,,2.740000,2.330000,0.600000,51.210,-0.13460,0.026630,17.933,0.05600,0.023550,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,L5LAD7673,0,5.700,FCRXV05.75P1,Car,372,8,AA-600,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.08,25.0,1,Not eqipped,FCRX10032128,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0077600,0.1504460,250.8260000,0.0136240,,,,35.4,MPG,,,,,-2.100000,-1.700000,0,51.210,-0.13460,0.026630,17.933,0.05600,0.023550,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,V0LCD1814,0,5.700,ACRXV05.71P0,Car,370,8,AM-100,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.92,23.7,1,Not eqipped,ACRX10011435,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0552780,0.5770110,474.5497500,0.0350810,,0.0079750,,18.7,MPG,18.5000000,17.1000000,22.7000000,,,,,43.070,0.40890,0.019700,18.690,0.12980,0.020810,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger,V0LCD1814,0,5.700,ACRXV05.71P0,Car,370,8,AM-100,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,3.92,23.7,1,Not eqipped,ACRX10011436,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0046630,0.1056890,272.1980000,0.0652960,,,,32.6,MPG,,,,,,,,43.070,0.40890,0.019700,18.690,0.12980,0.020810,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,0,6.200,FCRXV06.25P3,Car,707,8,AM-101,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.70,28.0,1,Not eqipped,FCRX10032917,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0826730,0.8843320,552.3954300,0.0308220,,0.0152040,,16.0,MPG,16.0000000,14.8000000,18.8000000,,-1.700000,-1.000000,-1.100000,40.410,0.48370,0.022080,20.180,0.15600,0.022560,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,0,6.200,FCRXV06.25P3,Car,707,8,AM-101,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.70,28.0,1,Not eqipped,FCRX10032918,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0266510,0.8363870,451.5830000,0.0655790,,,,19.5,MPG,13.2000000,22.6000000,,,-1.900000,-1.300000,-0.700000,40.410,0.48370,0.022080,20.180,0.15600,0.022560,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,0,6.200,FCRXV06.25P3,Car,707,8,AM-101,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.70,28.0,1,Not eqipped,FCRX10032919,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0171680,0.3015560,319.4090000,0.0116730,,,,27.7,MPG,,,,,-1.400000,-1.200000,0.070000,40.410,0.48370,0.022080,20.180,0.15600,0.022560,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,1,6.200,GCRXV06.25P3,Car,707,8,AM-100,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.70,27.9,1,Not eqipped,GCRX10038396,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0779590,0.7362990,684.3160000,0.1004740,,0.0216230,,13.0,MPG,,,,,-1.600000,-1.300000,1.150000,39.810,0.47790,0.022080,17.400,0.14000,0.023530,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9771,1,6.200,GCRXV06.25P3,Car,707,8,AM-100,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.70,27.9,1,Not eqipped,GCRX10038397,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.4012700,2.9115120,650.2284700,0.0676880,,0.0383580,,13.7,MPG,12.8000000,12.8000000,16.8000000,,1.660000,0.800000,0.710000,43.790,0.52570,0.024290,12.950,-0.02470,0.027050,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9772,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032906,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0409750,0.3213240,551.2988900,0.0194190,,0.0089040,,16.1,MPG,16.8000000,14.6000000,19.2000000,,-1.900000,-1.200000,-0.600000,53.520,-0.05200,0.027570,13.533,0.35070,0.021810,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9772,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032907,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0116110,0.0669850,308.2680000,0.0138420,,,,28.8,MPG,,,,,1.370000,1.080000,0.690000,53.520,-0.05200,0.027570,13.533,0.35070,0.021810,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9772,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032908,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.0248390,0.2954420,438.9650000,0.0514180,,,,20.2,MPG,12.9000000,24.1000000,,,-2.000000,-0.600000,-0.600000,53.520,-0.05200,0.027570,13.533,0.35070,0.021810,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9784,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032527,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.0430590,0.5205440,611.3190000,0.0392430,,,,14.5,MPG,,,,,-2.200000,-2.100000,0.670000,55.680,0.02030,0.025600,23.075,0.31860,0.020710,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Challenger SRT8,L5LAD9784,0,6.200,FCRXV06.25P3,Car,707,8,AA-200,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,2.62,21.1,1,Not eqipped,FCRX10032530,MFR,No,,,,,11,Cold CO,26,Cold CO Regular (Tier 2),FTP,0.3175710,2.6604750,612.8755000,0.0705900,,0.0344300,,14.4,MPG,12.8000000,13.6000000,17.8000000,,-0.900000,-0.800000,-0.700000,61.250,0.02230,0.028160,15.150,0.38270,0.022250,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,L1LCD3362,0,3.600,BCRXV03.6RNA,Car,292,6,FA-200,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.65,27.3,1,Not eqipped,BCRX10033437,MFR,Yes,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,413.0000000,,,,,21.5,MPG,,,,,,,,29.870,0.87290,0.010790,13.670,0.36700,0.014870,TWC,Three-way catalyst,Y,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,L1LCD3362,0,3.600,BCRXV03.6RNA,Car,292,6,FA-200,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.65,27.3,1,Not eqipped,BCRX10033438,MFR,Yes,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,241.0000000,,,,,36.9,MPG,,,,,,,,29.870,0.87290,0.010790,13.670,0.36700,0.014870,TWC,Three-way catalyst,Y,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,0,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016334,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0340720,0.4171290,370.3176000,0.0170150,,0.0092120,,23.9,MPG,23.5000000,22.5000000,27.7000000,0,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,0,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016335,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0057020,0.0593100,205.6150000,0.0032390,,,,43.1,MPG,,,,,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,1,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016400,MFR,No,,,,,3,HWFE,38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),HWY,0.0054520,0.0401750,197.4560000,0.0019190,,,,31.7,MPG,,,,,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,L2LDD7713,1,3.600,CCRXV03.6RNA,Car,292,6,FA-300,A,Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.65,22.0,1,Not eqipped,CCRX10016401,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),38,E85 (85% Ethanol 15% EPA Unleaded Gasoline),FTP,0.0460890,0.6871170,359.5877200,0.0059610,,0.0299860,,17.3,MPG,16.9000000,16.3000000,20.2000000,0,,,,45.210,-0.03110,0.020090,11.826,0.41490,0.014650,TWC,Three-way catalyst,N,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,V1LDD0536,0,5.700,BCRXV05.7UP0,Car,359,8,AA-501,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.06,30.8,1,Not eqipped,BCRX10017623,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0437360,0.4473560,475.1244000,0.0108180,,0.0067790,,18.6,MPG,18.5000000,17.2000000,22.1000000,0,,,,36.850,0.80110,0.013670,10.611,0.44190,0.016280,TWC,Three-way catalyst,Y,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger,V1LDD0536,0,5.700,BCRXV05.7UP0,Car,359,8,AA-501,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4750,3.06,30.8,1,Not eqipped,BCRX10017624,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0088030,0.2446520,258.7090000,0.0150570,,,,34.2,MPG,,,,,,,,36.850,0.80110,0.013670,10.611,0.44190,0.016280,TWC,Three-way catalyst,Y,,,N,No averaging
2017,FCA US LLC,CRX,Dodge,Charger AWD,L2LDE5756,0,3.600,CCRXV03.6RNA,Car,292,6,FA-400,A,Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4500,3.07,36.6,1,Not eqipped,CCRX10016254,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0097470,0.0938770,233.3990000,0.0040410,,,,38.1,MPG,,,,,,,,56.640,-0.20220,0.023960,23.920,0.01840,0.020140,TWC,Three-way catalyst,N,,,N,No averaging
